landslides_polygons$id,mean.tch,sd.tch,mean.slope,mean.tri,tri.10m,elev,elev.km,ls.northing,ls.easting,insol.dsm,insol.kw,insol,agb,year,age,surface.area,perimeter,elev.mean.tch,max.tch.buf,rem
115,10.7964298,4.205762797,42.93500079,1.519220228,7.032920144,2961.581307,2.961581307,0.921052198,0.156935703,1185156.023,1185.156023,3.247002801,72.86001968,2001,12,1771.149976,172.5585049,11.69978343,23.8671875,1
116,4.021545331,3.956718219,36.72222347,1.169588553,5.868703206,3133.947073,3.133947073,-0.489472044,0.834472093,1272707.854,1272.707854,3.486870834,25.30173195,1988,25,2953.803723,232.9626392,10.77406997,18.70263672,1
117,5.70138524,4.273720192,52.10714198,2.132139162,9.868260701,3059.62595,3.05962595,0.905423305,-0.027854347,1211786.847,1211.786847,3.319963965,35.42922821,2001,12,5104.381751,524.1369118,11.58395532,16.65844727,1
118,1.11523115,1.597978043,38.79353793,1.285478682,6.021862162,3035.884367,3.035884367,-0.109314979,0.795999136,1226840.088,1226.840088,3.36120572,5.319372322,2003,10,3816.821068,250.2628826,11.61200319,12.82006836,1
119,1.571965141,1.486170652,41.91023193,1.439503509,7.036529541,2982.040626,2.982040626,-0.870560215,0.296403671,1151913.012,1151.913012,3.155926061,7.743011869,2003,10,16240.08262,926.6962212,11.67561317,12.13696289,1
121,1.528199053,1.887799403,47.31269871,1.893084393,9.884338379,2761.943548,2.761943548,0.757036533,-0.290626415,649864.6588,649.8646588,1.78045112,19.08048705,2008,5,970.1771572,151.8071381,11.93563175,3.590087891,0
122,3.199188145,3.191773319,39.09188324,1.339807836,6.369013632,2870.461477,2.870461477,0.840167373,-0.041774243,1101525.352,1101.525352,3.017877677,22.58097576,2011,2,4306.827219,559.9004177,11.80743069,16.29199219,1
123,5.149666187,5.901489773,54.28104461,2.377110956,10.91237294,2742.320886,2.742320886,-0.548651726,0.704013627,823832.8616,823.8328616,2.257076333,31.7050116,1995,18,8412.200216,439.6542548,11.95881359,32.09692383,1
124,9.822972907,4.489596064,42.17950143,1.467728903,6.613534781,2484.291621,2.484291621,0.915413975,-0.07474757,1056404.06,1056.40406,2.894257699,64.87540685,2003,10,1945.949398,187.8223406,12.26364454,20.8815918,1
125,10.46180462,5.533270679,46.18358512,1.683600822,7.962919717,2658.427664,2.658427664,0.675588266,-0.648842252,1172484.696,1172.484696,3.212286837,75.39434089,1996,17,16455.10924,605.7869398,12.05792348,23.19848633,1
126,5.048222023,3.787341941,38.57744017,1.30682872,5.916542747,2854.819445,2.854819445,0.563074616,0.717538157,1185494.406,1185.494406,3.247929878,37.78818928,2003,10,1401.065827,266.8234822,11.8259099,11.29003906,0
127,6.634865367,6.674667284,46.41177305,1.673897161,7.74109904,3006.624682,3.006624682,0.586730261,0.770147414,1253681.168,1253.681168,3.434742926,64.19134919,2001,12,1636.466123,337.6842465,11.64657003,8.415527344,0
128,6.165095343,3.107447963,45.32328045,1.606696647,7.860172395,3092.092746,3.092092746,0.49559768,0.80445212,1272568.592,1272.568592,3.486489292,38.25946353,1998,15,4619.18238,426.1194853,11.54423117,14.70141602,1
129,1.823929627,3.204991003,43.0690766,1.483936112,7.129468416,2646.478547,2.646478547,0.354447651,0.883070811,1012584.041,1012.584041,2.774202852,8.172953166,2011,2,5938.420297,353.6879892,12.07203994,24.25927734,1
130,5.31499061,3.545823821,42.27712596,1.448521507,6.524184378,2673.795547,2.673795547,0.373182442,0.790505625,915700.5162,915.7005162,2.508768538,33.35137653,2007,6,2746.769096,302.7582834,12.03976814,12.36474609,1
131,2.808326913,3.178068082,47.00909061,1.909534276,8.393531799,2829.257153,2.829257153,0.499228591,0.732350825,887923.9716,887.9239716,2.432668415,16.33344357,2010,3,2735.004881,258.0258637,11.85610871,15.02636719,1
132,6.824493714,4.514610038,42.47415569,1.454176136,6.980209351,2983.884848,2.983884848,0.227122097,0.935100805,1228505.278,1228.505278,3.365767884,44.163718,2001,12,3727.475137,272.9769803,11.67343445,22.99780273,1
133,7.16055843,5.275145975,41.10827936,1.364942799,6.406595866,2978.265744,2.978265744,0.799961065,0.388725225,1109701.797,1109.701797,3.040278896,55.29470004,2001,12,2071.118614,190.1760811,11.68007275,26.09985352,1
134,1.355089372,1.8882446,44.95572173,1.625491238,7.570821589,3137.235242,3.137235242,0.153368968,0.801340431,1127867.081,1127.867081,3.090046798,10.84853116,2003,10,3252.290086,385.3119901,10.71356441,7.857666016,0
135,5.851187718,4.824857168,50.91961321,2.063643016,9.830999548,3094.263225,3.094263225,-0.843949113,0.265496791,968002.4518,968.0024518,2.652061512,36.60381822,1988,25,29664.42913,798.9955117,11.50429219,31.72192383,1
136,0.688790035,0.987912086,48.90890674,1.817853096,8.827456665,3513.514388,3.513514388,0.610341252,0.742434197,1375309.851,1375.309851,3.767972193,3.624882144,2003,10,1706.445895,221.7978419,3.789654358,4.9453125,1
137,1.441665708,2.220604665,51.51607586,2.189822158,11.10622253,3052.531379,3.052531379,-0.317955227,0.817885141,846055.8079,846.0558079,2.317961117,11.50500471,2009,4,3696.918115,426.2462653,11.59233672,8.510742188,0
138,1.368020761,2.543837353,43.75165948,1.644525531,8.085864777,2971.016223,2.971016223,-0.035086107,0.795219092,1024732.654,1024.732654,2.807486724,9.655370108,2009,4,6889.94896,579.3686174,11.6886372,16.89404297,1
139,2.270012034,2.495819532,42.51046226,1.442626746,6.899983961,3066.10511,3.06610511,0.701436743,0.491750421,1222436.231,1222.436231,3.349140358,14.2342002,2001,12,5757.89503,450.5116557,11.57630096,12.53442383,1
140,2.10203299,3.312534516,51.178908,2.024572171,9.588917608,3097.184849,3.097184849,-0.006159607,0.94581077,939945.761,939.945761,2.575193866,13.0782869,2007,6,3966.354401,333.7223021,11.45053142,20.56469727,1
141,1.181964392,1.398956598,43.16334215,1.48143899,7.113002915,2904.126835,2.904126835,-0.818244625,0.45392625,1089922.736,1089.922736,2.986089688,4.862604998,2001,12,11529.65372,477.7235972,11.76765907,13.07373047,1
143,8.290496959,5.916526124,47.09351674,1.848185416,8.533372359,2379.603732,2.379603732,0.255771611,0.840595022,922664.7287,922.6647287,2.527848572,57.14705918,1993,20,3699.85417,324.0431544,12.38732085,21.73681641,1
144,3.785866932,2.962206406,44.8329829,1.592166761,7.88756307,2432.158043,2.432158043,0.731909917,0.576847216,1106088.532,1106.088532,3.03037954,28.31735484,2003,10,2731.15556,496.3824671,12.32523417,14.94580078,1
145,7.704586477,5.706720174,41.42221826,1.484269795,7.433728998,2390.334499,2.390334499,0.724707524,0.492404039,1120689.314,1120.689314,3.070381682,54.12737482,1998,15,6162.860831,537.1008169,12.37464373,20.91137695,1
146,6.650890848,5.494302531,47.59981752,1.906007422,8.928901918,2444.544686,2.444544686,-0.543336501,0.684875724,929097.4886,929.0974886,2.545472571,41.64955007,2006,7,5169.37733,381.5640164,12.31060082,25.03540039,1
147,2.122541795,2.193329049,40.59301255,1.378736646,6.26373945,2706.05007,2.70605007,-0.726874674,0.584783734,1139879.012,1139.879012,3.122956198,10.67765382,1998,15,2123.457496,214.6890855,12.00166326,8.8828125,0
148,8.614944733,4.911861494,40.47926447,1.319604154,6.257304472,2642.152381,2.642152381,-0.696824,0.642766354,1111051.564,1111.051564,3.043976887,64.57417095,1998,15,2007.650044,212.6162181,12.07715079,18.40869141,1
149,3.584608468,4.108760182,48.04296674,1.847358646,8.769604642,2470.412327,2.470412327,-0.653769404,0.581660416,965007.9424,965.0079424,2.643857376,21.0821845,2009,4,25725.65902,750.7199608,12.28004128,27.0168457,1
150,3.986692626,4.008309115,46.21046504,1.68369662,8.128667196,2477.069153,2.477069153,-0.76571738,0.5112203,935825.5244,935.8255244,2.563905546,23.50516785,2009,4,10958.92936,624.6047826,12.27217703,22.38256836,1
151,0.763943388,0.737474236,42.5929085,1.442536514,6.650758289,2609.700666,2.609700666,0.086668911,0.919721783,1333314.706,1333.314706,3.652917002,2.849341679,2009,4,3061.359811,297.5744903,12.11548864,5.061035156,0
152,3.725428214,2.67012443,48.80999604,1.986443852,9.70950826,2519.694481,2.519694481,0.412055795,0.834041908,1097903.735,1097.903735,3.00795544,22.46680526,2009,4,1726.439988,380.4485241,12.22182026,8.751708984,0
153,3.913845414,4.970551079,46.30012473,1.76686945,8.274070422,2494.885291,2.494885291,-0.774199007,0.477988771,972388.0507,972.3880507,2.664076851,23.89007019,2009,4,30075.59094,1179.257243,12.25112938,34.31591797,1
159,2.029829396,1.633487586,44.35115361,1.570006753,7.380366325,2494.145702,2.494145702,-0.211150166,0.789994508,1038823.06,1038.82306,2.846090577,10.14292148,2009,4,5013.306952,399.24168,12.25200311,8.661621094,0
160,1.746529263,1.484828237,42.41433216,1.488698873,7.22512207,2382.33362,2.38233362,0.730023465,0.548630391,948623.1667,948.6231667,2.59896758,20.38264105,2011,2,1989.185158,376.9268967,12.38409581,5.862304688,0
161,9.850305349,4.479369409,41.18553466,1.369865077,6.335227458,2461.162621,2.461162621,0.767019349,-0.387007781,1154830.952,1154.830952,3.163920416,70.11050262,2007,6,4234.490597,501.9949236,12.29096871,20.18334961,1
162,3.775734145,4.554851024,43.97004187,1.581382007,7.441934893,2424.115499,2.424115499,0.950904566,0.115737454,997548.887,997.548887,2.733010649,24.38503605,2011,2,4490.464096,493.115471,12.33473548,24.42407227,1
165,1.538827605,1.662018953,39.47960656,1.394242166,6.37373291,2534.102297,2.534102297,0.760794756,-0.132829469,1168266.962,1168.266962,3.200731401,8.042461989,2011,2,10096.49488,875.9364717,12.20479914,11.53369141,0
166,2.146538572,1.780378513,37.59860501,1.226273034,6.196044922,2591.264587,2.591264587,0.906882515,0.100078807,1213569.688,1213.569688,3.324848459,15.271285,2001,12,1243.530369,212.5303395,12.13726868,7.569824219,0
167,3.168724139,3.495995885,39.71043008,1.457631866,7.056708596,2293.73356,2.29373356,0.604342743,0.511586839,1146127.185,1146.127185,3.140074481,19.173857,2000,13,3495.081592,619.2964697,12.48876627,13.51586914,1
168,7.599263257,6.074285393,46.76287589,1.752824922,8.225606283,2915.03415,2.91503415,0.28148585,0.685169996,1068324.263,1068.324263,2.92691579,52.46603023,1998,15,10231.22713,1489.745323,11.75477337,28.37329102,1
169,8.289413851,4.369904906,39.74219981,1.346319735,6.14791072,2182.074838,2.182074838,-0.843988401,0.323095692,917032.9213,917.0329213,2.512418962,56.02572066,2007,6,9015.639055,593.012281,12.62067779,24.10058594,1
170,12.68615612,8.940964381,42.93277069,1.611202311,7.399685275,2197.867751,2.197867751,-0.264376835,0.768773704,873475.2728,873.4752728,2.393082939,92.13389565,1990,23,9644.302738,663.6036013,12.60202034,44.67724609,1
171,17.43852662,6.549272232,37.802884,1.230454598,5.771071001,2231.842866,2.231842866,-0.467515529,0.745742906,1001695.154,1001.695154,2.744370286,140.1606988,1993,20,3118.655552,365.9949962,12.56188278,31.59667969,1
172,5.494101398,6.97400776,49.20378817,1.89180666,9.087597187,3003.966809,3.003966809,0.857251327,-0.291462869,1058458.771,1058.458771,2.899887044,38.08051097,2006,7,8126.362206,541.537194,11.64970999,34.90600586,1
173,5.167782708,4.202881372,50.67743621,2.158959061,9.975587047,2841.197771,2.841197771,-0.409993872,0.730564506,937816.2826,937.8162826,2.569359678,32.70001002,1993,20,10342.40176,1047.973016,11.84200229,21.80126953,1
174,4.148248771,5.032748398,46.11155427,1.684078994,7.932254639,2744.074912,2.744074912,0.436579177,0.751153376,1160208.797,1160.208797,3.178654238,31.96936161,2004,9,3823.723451,606.1454628,11.95674142,10.9387207,0
175,5.899425362,4.270028455,52.75482648,2.187100111,10.10129111,2199.896274,2.199896274,-0.049433974,0.957275486,915113.2831,915.1132831,2.50715968,37.42311269,2001,12,9882.378648,737.5719985,12.59962388,18.0324707,1
176,5.247999393,4.615308354,52.15520188,2.207542639,10.21427657,2137.731973,2.137731973,-0.815028203,0.280251711,699428.9939,699.4289939,1.916243819,34.11534,2003,10,7494.364667,453.2905552,12.67306363,27.34448242,1
177,9.505352948,7.2584598,47.20235657,1.784453444,8.10292773,2997.667155,2.997667155,0.134568252,0.642050113,1085613.093,1085.613093,2.974282447,69.44110178,1993,20,8124.38062,1229.339214,11.65715229,30.56640625,1
178,3.889510141,3.887655909,49.43116916,1.959390859,9.333229065,2930.030401,2.930030401,0.403636421,0.707122825,1019900.82,1019.90082,2.794248823,23.17843872,2001,12,1636.328119,254.4493459,11.73705708,10.02612305,0
179,3.681945205,4.141109617,33.06812165,1.052319174,4.908890279,2588.391204,2.588391204,-0.544860901,0.69339746,1244182.557,1244.182557,3.408719335,20.80732952,1995,18,8052.488425,739.6993608,12.14066324,16.77807617,1
181,7.103519095,5.88498867,44.5827028,1.607359683,7.656081717,2256.264489,2.256264489,-0.183833763,0.897590946,986674.0526,986.6740526,2.703216582,48.06468379,2008,5,5278.091898,730.3623059,12.53303153,24.48681641,1
182,6.271589604,4.942226146,43.62898799,1.499679411,7.098126411,2824.215264,2.824215264,0.768600425,-0.555239623,1187034.965,1187.034965,3.252150589,37.42465065,2001,12,5066.316859,745.4486905,11.8620651,16.94165039,1
183,7.507470379,4.542738806,43.09115892,1.553419033,7.227057354,2552.730002,2.552730002,0.914119531,-0.228284851,1010524.243,1010.524243,2.768559569,49.14977654,2001,12,9391.322328,488.5342126,12.18279272,26.03198242,1
185,12.03467971,3.749488123,40.46486537,1.318482423,6.387727157,2732.581689,2.732581689,0.625619512,-0.721539075,1268186.913,1268.186913,3.474484692,86.94760414,2004,9,3026.990277,343.9814717,11.9703193,17.89648438,1
186,4.927530737,4.009043779,43.59636164,1.516420945,7.383930348,3266.658183,3.266658183,0.789618422,0.247468223,1322959.189,1322.959189,3.624545723,33.24722535,2002,11,3723.850466,372.6814081,8.332053734,19.33569336,1
187,6.273585952,3.35104096,41.12622573,1.387041055,6.715034817,3178.778559,3.178778559,0.899673419,0.3211968,1277691.417,1277.691417,3.50052443,39.805003,2002,11,3084.37932,237.4568202,9.949126113,12.9543457,1
188,3.255613775,2.826712622,40.08460267,1.313797545,6.272117615,3212.292987,3.212292987,0.80383032,-0.506219778,1405165.708,1405.165708,3.849769064,17.46028286,2002,11,1795.155256,182.7007924,9.332427345,9.133789063,0
189,3.209102467,3.302699968,47.28146083,1.765561444,8.374593881,2944.89811,2.94489811,0.384528855,0.836864681,997150.2683,997.1502683,2.731918543,22.1331654,2005,8,2111.885012,286.6087169,11.71949265,21.00634766,1
190,1.590252111,2.08283008,48.78048163,1.788943468,8.620520698,2844.249771,2.844249771,0.550595224,0.763801604,988350.777,988.350777,2.707810348,10.18699801,2007,6,1380.772561,228.9735397,11.83839671,6.935546875,0
191,7.874859517,4.19349633,43.67290047,1.519977055,7.637981708,2880.541954,2.880541954,0.945180503,-0.097033653,1325196.963,1325.196963,3.630676611,52.18047788,2000,13,1773.000002,306.309981,11.79552181,26.20117188,1
192,8.735755487,4.113578541,46.37435412,1.67518924,7.997894287,2920.428459,2.920428459,0.926037148,-0.178323091,1257237.466,1257.237466,3.444486207,60.82775037,2000,13,2373.286934,319.4469152,11.74840064,15.55541992,1
193,4.628244389,4.759912962,51.55478923,2.070546468,9.180973598,2622.464823,2.622464823,0.808233038,0.385423964,811397.1994,811.3971994,2.223006026,49.34691048,2010,3,904.8188141,217.443804,12.1004093,17.86572266,1
194,1.579132438,1.858151048,48.41060679,1.791575427,8.235931396,2743.489886,2.743489886,0.762807621,0.54682088,854214.8625,854.2148625,2.340314692,11.94070084,2010,3,1197.332153,202.6758223,11.95743256,2.950195313,0
195,4.323707894,3.003963354,45.42486335,1.707787574,8.044897461,2653.518813,2.653518813,0.505838377,0.792849346,1108466.971,1108.466971,3.036895812,29.64241533,2001,12,903.6769582,198.0139825,12.0637227,7.172363281,0
196,2.538715316,2.827072483,47.96823244,1.835989497,8.429537455,2460.917867,2.460917867,0.750241765,0.480244844,864285.625,864.285625,2.367905822,19.1211371,2004,9,1836.62952,207.9011222,12.29125786,14.79199219,1
197,1.881248961,1.09966969,51.5695808,2.008515276,9.285812378,2249.727197,2.249727197,0.976140153,0.157052568,812544.8807,812.5448807,2.226150358,11.28257012,2008,5,460.9439853,97.21426834,12.54075456,3.275878906,0
198,2.076390594,3.026161326,41.11598139,1.389890541,6.22763443,2434.231693,2.434231693,0.689542702,-0.599180737,994892.3274,994.8923274,2.725732404,13.06224939,2003,10,4223.061644,335.849547,12.3227844,12.88623047,1
200,0.705430404,0.962901775,48.3606698,1.814572492,8.65964912,2473.515779,2.473515779,-0.003375129,0.951689533,992184.8156,992.1848156,2.718314563,5.289569468,2007,6,5144.051521,448.5734985,12.27637492,4.329101563,0
201,8.162776708,6.861509231,41.68221075,1.388493541,7.012281938,2234.093906,2.234093906,0.549076175,0.796191384,980901.2045,980.9012045,2.68740056,62.72596171,2007,6,1513.562443,245.7326732,12.55922344,22.94458008,1
202,2.266040931,1.576370694,32.55747703,1.025701579,4.979759216,3025.154919,3.025154919,0.282517892,0.838627598,1411991.505,1411.991505,3.868469877,13.55261172,2011,2,2674.142581,394.7566706,11.62467876,5.012695313,0
203,0.386564016,0.526007903,45.60340228,1.667155764,8.18093069,2460.526458,2.460526458,-0.207119214,0.924170123,1036303.39,1036.30339,2.83918737,1.594065555,2011,2,5966.489681,400.0529847,12.29172026,4.402832031,0
204,13.05967847,5.887638902,38.75227581,1.262899814,6.269910027,2878.09593,2.87809593,-0.213391965,0.897183558,1305252.514,1305.252514,3.576034286,95.89146756,1993,20,6112.086999,478.0038775,11.79841149,25.28466797,1
205,1.880199471,4.02567626,40.75591097,1.351279183,6.380768747,2646.003539,2.646003539,0.479333464,-0.71617917,1150692.409,1150.692409,3.152581942,12.25642683,2002,11,8982.762791,523.4457384,12.0726011,29.72509766,1
206,7.896570257,5.112411539,45.28188565,1.607908254,7.474889685,2592.564469,2.592564469,0.534356079,-0.29277931,1041177.245,1041.177245,2.852540398,54.10595145,2002,11,4241.160026,559.3584665,12.13573302,24.64990234,1
207,1.297157766,1.428252815,48.51807304,1.828288618,8.759765625,2631.836953,2.631836953,-0.182122908,0.969085316,978743.75,978.74375,2.681489726,7.507632732,2007,6,517.2067848,122.8943203,12.08933724,2.998535156,0
208,0.498878559,1.416664451,42.6971062,1.463682155,7.130499127,3333.667062,3.333667062,0.90953415,-0.213313303,1462644.415,1462.644415,4.007244973,2.67117338,2011,2,12127.6431,514.7677845,7.0990238,13.43115234,1
209,4.306052752,3.330949963,45.68249717,1.794657633,8.082210418,3129.625898,3.129625898,-0.673341894,0.569813122,1010329.183,1010.329183,2.768025159,27.8467588,1995,18,4567.965563,664.4271393,10.8535839,14.55664063,1
213,4.870454867,4.345711609,46.93998068,1.80055176,8.401763916,3129.00928,3.12900928,0.175003205,0.713752266,1043611.368,1043.611368,2.859209227,33.93183882,1999,14,4125.811313,367.7077883,10.86493028,18.97680664,1
214,2.159118378,4.156817543,46.77687755,1.734929378,8.218611514,3159.591057,3.159591057,0.865057223,0.028873261,1376731.626,1376.731626,3.771867468,12.23058189,2008,5,63434.76304,1614.819022,10.30219519,34.77246094,1
215,2.094955527,2.659133211,33.09595141,1.044537926,4.99907743,3450.81152,3.45081152,0.368067202,0.82294188,1380242.977,1380.242977,3.781487607,14.63251902,2003,10,1581.142093,294.873266,4.943449413,7.502197266,1
216,2.942072964,4.672104442,29.46741084,0.932464647,4.177019202,3393.73416,3.39373416,-0.098043998,0.646482677,1465628.98,1465.62898,4.015421864,13.15079155,2009,4,3058.233232,565.2245032,5.993729536,15.25610352,1
217,1.604392176,1.884414982,44.41231771,1.607170374,7.680522572,3119.164787,3.119164787,0.414439618,0.712430924,1089597.786,1089.597786,2.985199413,8.956362976,2007,6,3400.241766,360.2934667,11.04607873,10.15527344,0
218,1.866601941,3.441713612,50.32866848,1.997396001,9.363427413,3380.868973,3.380868973,-0.087805927,0.826721321,1060015.127,1060.015127,2.904151034,12.79658028,2003,10,3220.064548,327.2300263,6.230461743,20.68505859,1
219,3.763440135,2.712688622,47.63272901,1.780878051,8.210028076,3195.400143,3.195400143,0.470584686,0.791445366,1111996.159,1111.996159,3.04656482,30.19406776,2007,6,1465.824935,378.4830066,9.643272445,8.809326172,0
220,2.408745902,1.802854118,61.39180725,3.250412255,13.73535156,3047.150606,3.047150606,-0.031953749,0.850519024,936056.1172,936.0561172,2.564537307,42.03846995,2009,4,517.58607,184.2991118,11.59869346,,NA
221,4.868175352,2.564807917,63.81360848,3.539333437,14.64691162,3060.91159,3.06091159,0.475453077,0.833507869,1033655.241,1033.655241,2.831932167,37.84389877,2010,3,454.7556032,182.6631068,11.58243649,,NA
222,7.548408701,5.726859163,43.09518817,1.547213022,7.246925354,2977.628592,2.977628592,0.439048831,0.639769176,1209197.908,1209.197908,3.312870982,50.71236326,1995,18,18115.3072,1037.001667,11.68082547,30.02929688,1
223,2.713728563,4.384604332,36.36239676,1.194739285,5.58400472,3024.441009,3.024441009,0.677455016,-0.12558902,973625.5521,973.6255521,2.667467266,26.56723297,2010,3,6765.223898,1425.839396,11.62552215,27.7644043,1
224,2.96231911,3.738188992,40.32990329,1.487352619,7.208911133,2991.639991,2.991639991,-0.322942007,0.846889514,1200015.047,1200.015047,3.287712457,17.46123917,2004,9,14179.89041,612.598478,11.66427266,14.89990234,1
225,0.910029702,1.095054908,47.66421951,1.807513806,8.267059326,3221.628327,3.221628327,-0.28200366,0.878631894,1169578.62,1169.57862,3.204324987,8.787930185,2010,3,1631.077747,333.1907271,9.160647805,2.838134766,0
226,1.930802614,2.682594884,51.74353865,2.546723444,12.18537202,3315.631862,3.315631862,-0.335573728,0.693259637,1008041.737,1008.041737,2.761758183,11.16363123,2003,10,23013.54837,1885.706641,7.430889396,21.19946289,1
228,1.869392221,3.235430198,42.24391715,1.541920767,7.386620724,3164.565671,3.164565671,-0.37728551,0.564458381,1015206.593,1015.206593,2.781387926,10.02569833,2003,10,19591.1325,1577.844251,10.21065736,25.4909668,1
229,2.091949087,2.569965561,45.82952026,1.75229603,7.971975327,2979.873469,2.979873469,-0.359871044,0.575861377,1070474.085,1070.474085,2.932805713,13.32487424,1995,18,12149.4578,1345.343174,11.67817341,11.21166992,0
230,1.311618437,1.921056386,44.14879554,1.653736725,7.87298225,3009.54542,3.00954542,-0.229940047,0.588567857,1017190.847,1017.190847,2.786824238,11.35526511,2004,9,2631.599652,600.9223989,11.64311952,3.243652344,0
232,4.700170072,3.797963792,32.15496311,1.015303523,4.608682168,2720.624822,2.720624822,0.76253265,0.319726905,1255154.012,1255.154012,3.438778116,32.30840309,2004,9,4675.326576,695.3117999,11.98444492,13.7956543,1
234,2.850022303,3.763988007,43.60865425,1.526056591,7.651243664,2237.714141,2.237714141,0.271917064,0.886848618,986375.2035,986.3752035,2.702397818,19.59269846,2010,3,3228.709168,332.8265384,12.55494656,18.53613281,1
235,6.964982394,5.953999263,41.05531032,1.426537245,6.307818291,2888.910525,2.888910525,0.448015577,0.759931353,1299691.423,1299.691423,3.56079842,48.5872876,1995,18,5394.815079,517.2858213,11.78563533,28.34716797,1
236,16.3010102,8.432400261,46.48271822,1.723976723,8.068284255,2567.655587,2.567655587,-0.551374528,0.531462161,921589.4854,921.5894854,2.5249027,130.370061,1995,18,16154.60198,749.1537696,12.16515991,42.64477539,1
237,8.473368182,6.667060986,41.15662796,1.502640997,6.615838369,2833.87637,2.83387637,-0.283859063,0.598291971,1140849.512,1140.849512,3.125615102,61.26031628,1995,18,13989.0931,1521.966821,11.85065166,30.41723633,1
238,7.702354455,5.196228468,39.50792393,1.334364219,6.275064087,2952.180408,2.952180408,-0.348067533,0.676545232,1330311.348,1330.311348,3.644688625,65.95146332,1995,18,1332.867875,311.7590364,11.71088948,18.35595703,1
240,1.975090199,2.578402544,45.23340138,1.701441412,8.470096364,3141.794068,3.141794068,0.069461884,0.845769254,1124676.494,1124.676494,3.081305463,11.22320698,2005,8,2685.479178,319.392298,10.62967748,6.518066406,0
241,6.255077957,5.926871709,44.30841961,1.588837963,7.368793977,3150.44921,3.15044921,0.759133262,0.48836036,1307488.338,1307.488338,3.58215983,41.02605298,2003,10,6018.154809,784.2626472,10.47041426,23.7956543,1
242,3.24163967,4.59781909,45.39647385,1.684523344,8.086931152,3139.374894,3.139374894,0.584530626,0.501485092,897527.2932,897.5272932,2.458978886,40.25713409,2010,3,3876.215386,1134.174741,10.67419268,0.984130859,0
243,3.406458569,3.930058994,47.5752373,1.799926335,8.316007943,3000.86355,3.00086355,0.780183051,-0.060308206,1039138.193,1039.138193,2.846953952,25.13669405,2004,9,8627.902992,1137.519111,11.65337612,19.17456055,1
244,2.904395388,2.657751146,46.436148,1.77933021,8.461812337,2891.791639,2.891791639,0.489623865,0.727076876,870685.9563,870.6859563,2.385440976,25.19962351,2008,5,808.1490163,200.5754134,11.78223164,7.208251953,0
245,5.461317391,4.309945958,46.59926017,1.781897299,8.667945544,2890.655066,2.890655066,0.872392903,0.116363409,1175034.196,1175.034196,3.21927177,36.77973119,1998,15,15285.59479,1330.992403,11.78357437,24.62695313,1
246,2.984847496,3.900439014,47.12314096,1.677331757,7.824798584,2792.593235,2.792593235,0.684581822,0.562755648,940565.3299,940.5653299,2.576891315,28.59163809,2009,4,698.4994554,274.8669299,11.89942278,,NA
247,7.825454199,5.906577004,43.40524075,1.545534099,7.42785352,2651.70408,2.65170408,0.879634983,0.24459085,1251109.798,1251.109798,3.427698077,52.56656918,1991,22,45074.00983,1215.452164,12.06586659,32.97167969,1
248,4.413286691,4.230693879,49.08235336,1.845723019,8.352318259,2795.219851,2.795219851,0.498368694,0.633008583,1163944.518,1163.944518,3.188889091,27.84836448,1991,22,5551.890494,327.5851895,11.89631974,23.02001953,1
250,4.056793688,4.43153687,43.35105511,1.508880267,7.346679688,2681.246566,2.681246566,0.900597348,0.271636406,1373295.819,1373.295819,3.762454297,25.84132584,1991,22,5469.554154,310.6603269,12.03096565,19.09545898,1
251,11.82457173,6.67535137,46.44240852,1.698243762,8.360254624,2622.396131,2.622396131,0.93546382,0.162537478,1104992.486,1104.992486,3.027376674,90.4459109,1994,19,5142.777612,562.9717138,12.10049045,24.15820313,1
252,8.637873925,5.305298233,46.64298115,1.717682722,7.361114502,2714.942318,2.714942318,0.654245907,0.149108322,1118926.288,1118.926288,3.065551473,60.55037689,1995,18,3805.314283,275.484601,11.99115812,25.66308594,1
253,10.8700554,5.742140383,40.87750891,1.383228284,6.631837698,2591.884632,2.591884632,0.920843639,0.098406361,1270494.042,1270.494042,3.480805594,78.33387235,1995,18,7101.169411,523.7300455,12.13653617,26.62670898,1
254,15.62249596,8.313245566,44.85330985,1.615325791,7.76868611,2557.975029,2.557975029,0.793404435,0.385563894,1153793.111,1153.793111,3.161077016,126.0339539,1996,17,9242.020749,440.826576,12.17659634,37.45263672,1
257,1.830133527,2.891324995,42.9689629,1.474312777,7.162489809,2598.083088,2.598083088,0.882233176,0.332404966,1329779.551,1329.779551,3.643231647,9.924010803,1998,15,46296.79273,1300.716234,12.12921343,22.34448242,1
258,1.565573668,1.56914835,45.16513531,1.618340232,7.955429077,2621.108361,2.621108361,0.916132742,0.09056335,944147.2679,944.1472679,2.586704843,28.71423006,2010,3,513.9613761,175.8050659,12.1020118,0.436035156,0
259,2.066982175,2.486348412,37.08415589,1.215024146,5.649711609,2543.42474,2.54342474,0.313443564,0.824019034,1177419.56,1177.41956,3.225807014,14.39082251,2010,3,2464.406503,310.2514255,12.19378578,8.422607422,0
261,2.065152036,4.082611535,41.41373563,1.41962215,6.710249329,2696.298895,2.696298895,0.86941674,0.120606374,1000065.262,1000.065262,2.739904827,17.09061988,2010,3,7861.889562,803.7654218,12.01318311,33.4128418,1
