landslides_polygons$id,mean.tch,sd.tch,mean.slope,mean.tri,tri.10m,elev,elev.km,ls.northing,ls.easting,insol.dsm,insol.kw,insol,agb,year,age,surface.area,perimeter,elev.mean.tch,max.tch.buf,rem
262,2.003186572,4.028082986,44.92926128,1.569251952,7.392356677,2719.660338,2.719660338,0.886395316,0.142180091,1019975.343,1019.975343,2.794452996,12.40352685,2008,5,11369.81248,672.6294138,11.98558434,42.92602539,1
264,1.962462423,2.315149916,45.49784151,1.598205086,7.3934611,2157.521787,2.157521787,0.45302868,0.818016104,864427.1099,864.4271099,2.368293452,13.46338698,2010,3,2247.234478,264.154018,12.64968431,11.68066406,0
265,2.600381599,3.050516423,39.05794245,1.350989218,5.409881592,3118.476196,3.118476196,0.091588151,0.710833272,1180254.025,1180.254025,3.233572673,16.09675464,2005,8,953.5730384,244.2481811,11.05874947,2.457275391,0
266,4.189298972,5.559147036,41.51580677,1.40070138,6.83734258,2780.141421,2.780141421,0.908991149,-0.197358267,928835.3285,928.8353285,2.544754325,33.20074191,2010,3,2990.510244,512.4820969,11.91413312,26.83325195,1
267,2.209708889,2.641201844,20.4370832,0.602061134,2.523421364,2600.523475,2.600523475,-0.511019938,0.304121887,1264538.893,1264.538893,3.464490117,11.56809533,2007,6,9674.162436,407.7464017,12.1263304,11.03515625,0
270,9.642987162,4.639821133,39.43465345,1.34895245,6.331079483,2809.334458,2.809334458,-0.386357074,0.671395888,1098214.901,1098.214901,3.008807948,66.74577582,1988,25,6163.98902,831.7026172,11.87964501,25.77368164,1
271,3.121830062,3.197977298,56.56628819,2.860036366,13.91270357,2901.593293,2.901593293,-0.783717325,0.511244149,946602.6725,946.6026725,2.593431979,16.36136193,2006,7,4170.817835,302.906742,11.77065215,17.26171875,1
272,7.614452875,8.680015769,34.63869978,1.131957046,5.188479953,2596.629227,2.596629227,0.78453908,0.181212658,929417.3799,929.4173799,2.546348986,57.66697134,2008,5,4250.09306,595.5057984,12.13093099,34.46826172,1
273,3.672978085,7.909649049,37.54362558,1.280696568,6.069075085,2637.863787,2.637863787,0.717208879,0.410761876,952407.625,952.407625,2.609335959,28.85158002,2010,3,5623.379262,634.9709862,12.08221725,37.984375,1
274,5.092999308,6.358846559,46.57162866,1.826881358,8.491027832,2529.493306,2.529493306,0.405662054,-0.791519533,932639.3099,932.6393099,2.555176192,32.06323498,2007,6,3863.048659,253.699825,12.21024411,39.15380859,1
275,3.021394564,3.073914127,47.14227229,1.756545247,8.533338659,2627.066971,2.627066971,-0.340529274,0.826032643,1024204.34,1024.20434,2.806039289,21.00784967,2004,9,5121.554027,758.7592439,12.09497241,13.27001953,1
276,4.126836446,3.847812549,44.84130766,1.745318434,7.961340811,2658.224745,2.658224745,-0.468128384,0.556953402,929745.797,929.745797,2.547248759,26.31511463,1995,18,15731.53472,1657.012909,12.0581632,23.58984375,1
277,6.213454775,6.636722949,45.01328798,1.670663128,7.673006625,2731.920878,2.731920878,-0.199245736,0.836111655,1097911.008,1097.911008,3.007975365,41.01002227,2010,3,5187.084661,517.6025327,11.97109997,28.80102539,1
279,2.888025966,3.563505106,45.83623429,1.785310387,8.389140688,2575.288802,2.575288802,-0.267692576,0.792850236,926117.1671,926.1171671,2.537307307,21.03250867,2009,4,9733.014125,1156.568995,12.15614217,15.73364258,1
280,18.74499754,9.651931387,42.46667824,1.462675678,6.825655498,2565.713249,2.565713249,0.721790526,-0.510825846,1216828.909,1216.828909,3.333777833,162.4331541,1988,25,8445.600837,781.0117294,12.16745455,44.88647461,1
281,10.10634789,6.051806023,40.79607927,1.405809822,6.800800729,2548.809152,2.548809152,0.843670798,-0.363530078,1199802.014,1199.802014,3.287128805,76.48336495,2001,12,12779.51292,1648.817776,12.18742473,30.80737305,1
283,7.061455225,5.639904842,41.27110706,1.398106616,6.803495861,2514.211111,2.514211111,0.788346947,0.477385479,1315621.96,1315.62196,3.604443725,47.22602214,2001,12,2941.889262,339.8590505,12.22829821,23.34936523,1
284,3.801064614,3.221059765,37.10975305,1.225607134,6.001235962,2610.360796,2.610360796,-0.249205691,0.92476901,1300485.427,1300.485427,3.562973771,21.9636622,2001,12,1257.032917,226.3610866,12.11470877,10.81347656,0
285,14.56060413,5.045866773,40.44239456,1.350363083,5.823398408,2455.693924,2.455693924,0.005428621,0.655310049,1153745.733,1153.745733,3.160947213,113.1918728,2004,9,6369.426314,680.2037821,12.29742932,27.37768555,1
286,8.249199075,5.02966422,38.92450746,1.342662266,6.21984965,2172.771558,2.172771558,0.237172158,0.890898405,857250.6476,857.2506476,2.348631911,57.10531084,2004,9,3792.637301,286.4425631,12.63166852,19.75439453,1
287,4.158527195,3.588208527,48.19217126,1.819772576,8.383348332,2284.4512,2.2844512,-0.605718922,0.732762198,904536.3413,904.5363413,2.478181757,23.48933978,2004,9,7047.880478,486.8335662,12.49973227,16.5480957,1
288,8.242384568,5.585020164,54.35881869,2.866597578,13.27587821,2186.557864,2.186557864,-0.251385415,0.689422394,652764.3155,652.7643155,1.788395385,57.99092939,1995,18,9724.069987,579.9281255,12.61538163,29.38012695,1
289,6.278245975,4.763805489,44.92061979,1.621319036,7.287438965,2355.80598,2.35580598,0.642882691,0.64162764,751319.3333,751.3193333,2.058409132,49.26434555,2004,9,932.3575198,219.6978952,12.41543507,12.22583008,0
290,12.3483902,6.530495459,53.36963007,2.301063839,10.61516852,2252.957776,2.252957776,0.635096056,0.639968052,799745.8767,799.7458767,2.191084594,97.2457692,1999,14,3540.31077,339.93611,12.53693802,28.50390625,1
291,0.827487954,1.277780487,44.90936086,1.591879686,7.638749041,2903.152586,2.903152586,-0.646738588,0.641598286,1226487.236,1226.487236,3.360239002,4.047359517,2006,7,10484.42903,659.8386576,11.76881003,7.233398438,0
292,8.702329191,5.014282663,51.62259403,2.125282471,10.42210388,2543.077746,2.543077746,-0.193608022,0.868781703,961659.7219,961.6597219,2.63468417,66.39089251,1999,14,864.729089,171.5481776,12.19419571,13.00927734,1
293,3.783308399,3.974968951,42.00158935,1.531285091,7.153033416,2774.757576,2.774757576,0.681210005,0.168216446,1250129.875,1250.129875,3.425013356,23.14206986,1995,18,57319.3604,3117.72258,11.92049349,36.77929688,1
294,1.702480807,1.138280536,44.82385288,1.734612226,8.749139404,2751.519351,2.751519351,0.884237931,0.086239471,1172154.37,1172.15437,3.211381837,10.41126847,2010,3,1564.944016,249.297494,11.9479467,3.605712891,0
299,3.424606741,3.535796093,50.68211623,2.282621846,10.91924032,2721.285093,2.721285093,-0.227988368,0.854592992,888333.8491,888.3338491,2.433791368,32.09105052,2010,3,2483.511594,434.9827702,11.98366488,12.9777832,1
301,2.34903304,2.194945719,49.17491587,1.870782684,8.675430806,2026.936056,2.026936056,0.195016102,0.906819865,779581.2157,779.5812157,2.135838947,12.53456316,2005,8,4510.054051,312.3707026,12.80395585,14.07080078,1
302,5.133641462,6.075904088,48.02954001,1.807456678,8.225731345,2198.923584,2.198923584,0.310430376,0.830359376,837505.7145,837.5057145,2.294536204,46.22167554,2010,3,2260.628128,581.7572076,12.600773,21.4128418,1
303,4.549773009,4.352930915,51.61551734,2.102748531,9.874603271,2042.980658,2.042980658,-0.14389056,0.787781887,713764.0195,713.7640195,1.955517862,35.42249334,2010,3,1298.309294,358.4426883,12.78500106,13.41479492,1
305,1.075885489,1.49034251,43.67425847,1.659503391,8.165777242,2457.064199,2.457064199,-0.008737762,0.806091886,1023799.122,1023.799122,2.8049291,6.756077869,2004,9,7725.665901,481.9474607,12.29581051,10.73876953,0
308,3.805250801,3.260253224,48.30423594,2.00557508,9.578719366,2493.9749,2.4939749,0.016730145,0.788176828,998117.3788,998.1173788,2.734568161,24.63124772,2001,12,3535.86289,411.1447326,12.25220489,10.74780273,0
309,4.70873593,4.306895614,42.22671637,1.464037577,6.803131104,2743.494489,2.743494489,0.779733538,0.227404709,1082789.568,1082.789568,2.966546761,52.12556679,2005,8,1685.262153,498.7979985,11.95742712,3.469238281,0
311,4.759941266,3.585597527,42.72375169,1.640282342,7.827893066,2663.607442,2.663607442,-0.242354162,0.921351896,1009875.651,1009.875651,2.766782606,29.27957792,2005,8,1478.201709,186.6791983,12.05180418,11.3112793,0
312,7.37550383,4.051322755,35.23841756,1.149966156,5.250517927,2595.352312,2.595352312,0.154715686,0.849353289,1206558.465,1206.558465,3.305639629,48.12072758,1993,20,4380.102728,284.148211,12.13243952,18.21557617,1
313,4.322663839,4.016153013,26.06399928,0.82204206,3.487210083,2603.648355,2.603648355,0.242048089,-0.640085286,1239116.181,1239.116181,3.394838851,28.16000576,2004,9,8334.787387,1272.364435,12.12263873,19.99731445,1
314,7.083934135,4.396419067,46.0582946,1.671532955,7.285732693,2424.047206,2.424047206,0.87412118,0.259756851,1121594.665,1121.594665,3.072862095,46.94017299,1995,18,2663.371443,295.5153279,12.33481616,23.04736328,1
315,14.24361867,7.610600979,44.96110621,1.636171773,7.451453509,2179.023537,2.179023537,0.650910559,0.435261811,1012602.397,1012.602397,2.774253142,109.8270938,1995,18,15589.15526,1545.239492,12.62428254,37.04492188,1
316,2.40986961,3.572019571,39.02375745,1.824221436,9.580865224,2050.199267,2.050199267,0.637764432,-0.359393663,617807.3171,617.8073171,1.692622787,25.91310691,1995,18,1791.594363,336.2595774,12.77647313,10.87890625,0
317,6.276984931,4.506425336,35.73840354,1.252446122,6.014273326,2513.069874,2.513069874,0.856536037,0.170002861,1170263.822,1170.263822,3.206202252,42.29924679,1998,15,3115.999087,311.1336985,12.22964645,22.97753906,1
318,1.880260949,2.128841736,38.0615949,1.341390101,6.522322591,2521.059849,2.521059849,0.864542202,-0.212486406,1149123.492,1149.123492,3.148283541,10.4644187,1998,15,2197.314542,258.7783637,12.22020724,5.849609375,0
319,3.895990103,3.87097401,33.91349927,1.117865551,4.850409466,2530.176681,2.530176681,0.806200244,-0.084543672,1127817.252,1127.817252,3.08991028,26.35446865,2005,8,2940.852689,591.1680135,12.20943679,18.41894531,1
320,1.09815918,1.575254705,42.88086543,1.502891872,6.59677124,2509.891339,2.509891339,0.842244367,-0.24587842,945985.3777,945.9853777,2.591740761,15.6217932,2010,3,1546.141906,311.3384534,12.23340151,7.895507813,0
321,2.19352537,2.438908736,49.0832495,1.889407309,8.718227386,2520.784703,2.520784703,0.198137912,0.674327643,977884.9291,977.8849291,2.679136792,13.99725655,2010,3,1488.254623,327.8784225,12.22053229,3.627685547,0
322,5.999701714,3.491330666,43.74154859,1.524025723,7.057977295,2549.607302,2.549607302,0.858457952,0.142265438,1188656.195,1188.656195,3.256592315,33.84708223,1998,15,1433.102636,257.6865661,12.18648181,13.05737305,1
323,8.376210585,3.902283802,52.03012631,2.081892704,9.744356098,2368.357165,2.368357165,0.875024456,0.185735045,1053253.199,1053.253199,2.885625204,53.97536237,1991,22,6068.509388,499.2041037,12.40060734,19.99902344,1
324,4.896933673,3.248592842,48.45337982,1.80493346,8.194152832,2237.338232,2.237338232,0.759034462,0.358526545,923305.538,923.305538,2.529604214,33.34904273,2004,9,1950.87672,409.597527,12.55539065,9.170166016,0
325,3.482372616,2.298531193,43.71594539,1.579352243,6.897926331,2470.577627,2.470577627,0.895707983,0.259579142,1047894.963,1047.894963,2.870945104,19.89197201,2005,8,1165.98571,173.3413376,12.27984599,8.064941406,0
326,8.721979033,6.681170096,47.85604564,1.864639213,8.727443321,2063.043884,2.063043884,0.32207192,0.767362199,1058035.143,1058.035143,2.898726418,61.03912362,1998,15,17015.73593,809.6830537,12.76129874,38.6027832,1
327,2.516848825,3.089518787,45.35381272,1.663604608,7.705854011,2253.374112,2.253374112,0.216690587,0.681934924,1088304.992,1088.304992,2.981657511,14.96848575,2003,10,14414.712,1045.282616,12.53644617,18.52539063,1
329,7.963443098,6.024921024,42.29521145,1.517122347,6.996443431,1997.594103,1.997594103,0.582373817,0.277868888,918270.3374,918.2703374,2.515809144,53.82358834,2001,12,12208.07023,573.490549,12.83861988,29.34985352,1
330,3.138989066,2.967119674,47.68963024,1.778988215,8.071213261,2313.337171,2.313337171,0.807468104,-0.127335634,922559.4734,922.5594734,2.527560201,23.34880653,2005,8,4612.642572,730.2539459,12.46560693,11.48950195,0
331,7.031681906,6.325954037,46.60073022,1.68163169,7.899589207,2046.977416,2.046977416,0.447823516,0.826337393,1138221.847,1138.221847,3.11841602,48.02091563,2000,13,6746.307657,570.4835163,12.78027936,25.59509277,1
332,1.275736921,1.840575818,39.48519589,1.330886394,6.444150935,1944.469518,1.944469518,-0.002915529,0.868618256,1040736.357,1040.736357,2.851332484,6.046677994,2012,1,25872.5591,818.457665,12.90138027,22.82629395,1
334,6.026811257,5.094609351,42.54743386,1.433920558,6.572607632,2292.194294,2.292194294,0.616311894,-0.655961095,1172187.341,1172.187341,3.211472166,40.69532937,2001,12,4501.019042,332.2751814,12.49058473,22.49682617,1
335,9.375705283,4.496215258,43.43117725,1.512810323,6.981250339,2009.752169,2.009752169,0.770671153,0.465778381,1011677.212,1011.677212,2.771718389,65.81404677,1996,17,6553.855286,497.1446062,12.82425657,22.51403809,1
336,2.799475468,3.060079963,37.88393176,1.270274183,6.551554362,2020.818953,2.020818953,0.110642751,0.963058915,1013947.322,1013.947322,2.777937869,36.35892312,1997,16,482.6894586,84.93823356,12.81118248,6.051879883,0
337,6.621096442,4.849967516,24.30414793,0.723320388,3.306089274,2005.856358,2.005856358,-0.185939059,0.798405227,1172719.414,1172.719414,3.212929901,44.96286174,1995,18,5035.53983,277.2546405,12.82885901,22.51513672,1
338,2.938445511,3.651506038,35.77694338,1.174831989,5.370488981,1911.118364,1.911118364,-0.202240128,0.713771052,842594.4834,842.5944834,2.308478037,19.31970038,2009,4,10298.65391,967.36889,12.9407807,20.75305176,1
339,3.370780299,4.943217248,59.5854698,3.119646567,14.5894165,2198.32525,2.19832525,0.742414274,0.594290857,795200.9844,795.2009844,2.178632834,18.97208474,2009,4,2051.138845,238.4875347,12.60147986,24.42529297,1
340,2.253344123,2.118823859,54.97883308,2.391566633,11.42569093,2419.049503,2.419049503,0.552051661,-0.733667806,1113387.587,1113.387587,3.050376949,11.61026463,1999,14,14104.47169,818.2445591,12.34072036,17.33911133,1
341,2.664821121,2.909827553,49.5452676,1.919909077,8.692014694,2513.389501,2.513389501,0.679120387,-0.583591696,1199341.017,1199.341017,3.285865799,12.80580286,1999,14,5520.08994,430.7981945,12.22926885,15.89526367,1
344,3.968246986,3.68847935,43.51380525,1.502789288,6.998100281,1877.331688,1.877331688,0.317051888,0.855763835,868268.5526,868.2685526,2.378817952,23.66654208,2003,10,2821.159381,508.1606191,12.98069565,19.93225098,1
345,4.343184854,5.333918473,42.59436113,1.467750007,6.89009285,2330.893183,2.330893183,0.328518793,0.766189302,897036.1513,897.0361513,2.457633291,33.62490529,2010,3,2359.765759,667.6759228,12.44486658,0.426269531,0
346,11.01193246,5.060305149,42.11180878,1.441885393,6.47652181,2310.577034,2.310577034,0.0801384,0.929012791,868270,868.27,2.378821918,91.39888382,2004,9,987.0734133,270.1684335,12.4688677,19.45874023,1
347,14.22643933,5.370875203,44.57662421,1.591500352,7.477091217,1916.246153,1.916246153,0.233873853,0.832184073,1048077.864,1048.077864,2.871446203,107.8674539,1999,14,18035.20135,1092.098642,12.93472283,34.32250977,1
348,9.845494172,4.906826846,53.32803937,2.283850227,10.41237297,1774.56811,1.77456811,-0.292488368,0.842605333,705276.4651,705.2764651,1.932264288,67.12368662,1991,22,7464.377029,398.3914641,13.10209862,23.01623535,1
349,3.778526714,2.494454844,42.71815293,1.457781413,6.833652697,1936.766557,1.936766557,0.810293938,0.485206864,1124368.592,1124.368592,3.080461897,23.53634601,1999,14,2583.003158,247.5974028,12.91048041,11.38842773,0
350,1.623632609,2.106021022,44.34707365,1.650744978,7.856841248,1807.632792,1.807632792,-0.402408525,0.488313127,717010.8095,717.0108095,1.964413177,14.66756681,2010,3,11138.18571,1285.154786,13.06303662,15.92687988,1
351,21.01325226,5.287081006,49.35729323,1.835289071,8.724212646,2278.984524,2.278984524,0.54082006,0.794961943,1195794.376,1195.794376,3.276148975,176.0218671,1998,15,2818.943207,260.1339058,12.5061905,32.33520508,1
352,13.40261877,4.306994933,39.32668821,1.279927681,6.23564416,2138.191022,2.138191022,0.725247017,0.611599471,1237233.856,1237.233856,3.389681798,100.1258271,1993,20,19136.46177,661.1047701,12.67252131,29.88720703,1
353,3.580474781,2.69282866,39.69882141,1.371660482,5.484105573,2758.47264,2.75847264,0.664417182,-0.199139694,1346022.656,1346.022656,3.687733305,19.52574741,1994,19,5288.301512,647.4503524,11.93973221,13.47802734,1
355,8.732857536,4.920155673,41.15057483,1.390613651,6.674564002,2405.984363,2.405984363,0.895061098,0.084648999,1295026.885,1295.026885,3.548018863,60.61698723,2004,9,14141.18784,989.2631709,12.35615527,25.44750977,1
356,1.408500714,1.605366862,40.80378541,1.387657872,6.635655721,2443.426617,2.443426617,0.926723548,0.051760162,1109050.552,1109.050552,3.038494663,14.94529111,2010,3,1706.641535,379.8152317,12.31192169,5.189941406,0
357,3.823316745,2.412446025,51.68777981,2.079630323,9.732330322,2393.509642,2.393509642,0.844769445,0.362562027,1085674.456,1085.674456,2.974450564,24.1082043,1999,14,3966.646507,456.99677,12.37089267,10.21606445,0
359,4.553435922,4.368985963,43.60626007,1.582809648,7.365745544,2310.156855,2.310156855,0.847848005,0.05341411,1202982.722,1202.982722,3.295843074,28.72597945,2004,9,13508.47819,667.7903486,12.46936409,22.07836914,1
360,1.478571282,2.363053499,44.55588773,1.626071526,7.601445007,2301.247614,2.301247614,0.75521888,0.167742782,930759.7376,930.7597376,2.550026678,11.13695176,2010,3,3132.630488,535.8625049,12.47988931,6.615234375,0
361,1.267966351,3.644621537,45.37347344,1.646054213,7.851022159,2475.852117,2.475852117,0.943015061,-0.04577888,1180310.151,1180.310151,3.23372644,8.420718221,2010,3,2665.155267,227.8813569,12.27361481,27.38818359,1
362,1.395037894,2.063076509,42.01131952,1.391527096,6.559194336,2262.019455,2.262019455,0.764871271,-0.550638374,1163483.911,1163.483911,3.187627154,6.554408498,2010,3,3378.041099,357.918685,12.52623272,7.458984375,0
363,0.578501404,0.961307029,38.06669861,1.210623392,5.508382161,2314.771206,2.314771206,0.858160496,-0.474010052,1267759.188,1267.759188,3.473312842,3.007388547,2010,3,635.1075522,128.0301667,12.46391279,1.517333984,0
364,5.299757875,4.866378283,37.05956664,1.182703171,5.534237948,2311.535008,2.311535008,0.695268908,-0.63153312,1236964.378,1236.964378,3.388943501,29.48229033,1995,18,1417.825305,204.0038141,12.46773597,17.88598633,1
365,1.11011071,2.476716651,14.55931778,0.403190813,1.606889343,1911.283558,1.911283558,-0.186505422,-0.670180341,1214734.945,1214.734945,3.328040945,5.549728338,2010,3,3357.631858,269.374831,12.94058555,21.61108398,1
366,2.286155602,1.986457293,24.40818273,0.746497943,3.683683697,1936.992602,1.936992602,-0.502613033,-0.595533344,952349.7146,952.3497146,2.6091773,15.346981,2010,3,2140.295078,336.4600521,12.91021336,5.82824707,0
368,0.435848169,0.884132029,44.5182719,1.636691291,7.125822368,2548.335328,2.548335328,0.644195055,-0.114334525,1039845.911,1039.845911,2.848892906,4.404531895,2010,3,2836.335544,549.3875838,12.1879845,2.682373047,0
369,2.339660721,4.621309783,32.86815715,1.042247647,4.74660831,2537.091503,2.537091503,0.237205862,-0.653332881,1147081.157,1147.081157,3.142688102,15.69748375,2010,3,13841.08883,1131.384723,12.20126775,28.74243164,1
370,0.849358747,1.606401929,41.42313626,1.412781259,6.630889893,2543.664425,2.543664425,0.889717261,-0.163980727,1001443.781,1001.443781,2.743681592,5.822778634,2010,3,987.4715878,185.2114807,12.19350262,1.653564453,0
371,3.392154015,3.216623413,47.16321714,1.736014535,7.837031612,2502.717537,2.502717537,0.615780796,0.632257977,1216619.429,1216.619429,3.333203916,18.22353391,1994,19,8353.205223,528.5646468,12.24187651,19.18457031,1
372,2.771975386,2.118931234,51.52378442,2.141709371,10.59127129,2399.255476,2.399255476,0.245895596,0.872129687,1115051.277,1115.051277,3.054935005,18.0438571,1994,19,1398.047422,262.4425524,12.36410465,7.369628906,0
373,2.753586433,3.169230404,43.11683174,1.528171925,7.137574848,2512.449343,2.512449343,-0.129727253,0.761078723,1049753.9,1049.7539,2.876038081,16.24328347,2007,6,3302.518129,360.2955899,12.23037953,9.823974609,0
374,0.687302963,1.007154342,42.66598117,1.483672633,6.687552558,2328.990664,2.328990664,0.076811631,0.887073365,1136073.54,1136.07354,3.112530247,4.457702519,2004,9,2230.523135,237.0147493,12.44711418,3.201660156,0
375,2.231715695,2.427241247,57.93221946,2.882991569,12.4157505,2103.893473,2.103893473,0.132674475,0.593962959,720264.534,720.264534,1.973327491,13.34458146,1999,14,5491.838815,478.3745297,12.7130398,13.15625,1
376,1.293872886,2.11920868,47.74858393,1.979375853,9.919900995,2114.294759,2.114294759,0.346105593,0.687032697,868455.1391,868.4551391,2.379329148,7.668434708,2010,3,10586.02313,901.0994243,12.70075191,12.24853516,0
377,2.048482535,3.761012297,50.13350182,2.044819288,9.573371486,2271.356858,2.271356858,0.40656534,0.733308923,974380.7703,974.3807703,2.669536357,13.20649529,2010,3,6325.225672,1090.161124,12.51520169,24.7175293,1
378,1.624388388,2.860657113,42.47968799,1.488272546,6.92296925,2102.553786,2.102553786,-0.26929416,0.714125453,866480.7312,866.4807312,2.373919811,10.27726611,2010,3,13993.09138,1196.147952,12.71462248,21.72875977,1
379,1.099972584,1.907303185,47.17197925,1.780350466,8.178458998,2091.553916,2.091553916,0.430346638,0.552774179,922778.3723,922.7783723,2.528159924,7.77771561,2010,3,13812.59457,1848.651592,12.72761752,20.06005859,1
380,0.74070253,1.624993712,43.28896903,1.538635028,6.810592651,2411.553397,2.411553397,0.538194234,0.447738294,1146383.082,1146.383082,3.140775568,7.823695272,2010,3,4688.670837,792.9079981,12.34957612,3.335693359,0
381,0.845873485,1.150210124,47.06913246,1.788076705,8.00152927,2501.084785,2.501084785,0.479552511,0.540371722,1101192.759,1101.192759,3.016966463,5.576838507,2010,3,1514.262749,222.1465552,12.24380541,6.222167969,0
382,0.864038871,1.211696455,43.44717743,1.482329876,6.740751648,1878.45718,1.87845718,0.862528545,0.306269502,886212.642,886.212642,2.427979841,12.39788942,2010,3,1148.483665,196.0776873,12.97936602,2.616455078,0
383,3.679604945,5.790092391,53.42873966,2.336360652,10.67912859,2292.589743,2.292589743,0.75067855,0.37448007,1014102.739,1014.102739,2.778363668,24.41457446,2011,2,6622.113531,435.821369,12.49011755,38.89550781,1
384,1.694666365,3.013330847,47.18781556,1.78280627,8.361298724,2212.64254,2.21264254,0.729270719,0.11260597,846873.382,846.873382,2.320201047,15.47343593,2010,3,6060.979209,1293.607345,12.58456568,6.837646484,0
385,4.667237387,2.857321101,49.66563592,1.886165954,8.494651794,2267.005081,2.267005081,0.793388874,0.294792006,1078440.701,1078.440701,2.954632057,26.16587031,2004,9,739.6002718,116.6513004,12.52034279,11.39477539,0
386,2.363237877,3.263560911,43.67654887,1.528686441,7.229692459,1891.456986,1.891456986,0.379629733,0.78499046,906975.1352,906.9751352,2.484863384,15.92452604,2010,3,4327.510982,877.858028,12.96400829,26.21289063,1
387,1.153185441,1.576388171,40.68926231,1.545523607,7.023685031,2519.444795,2.519444795,0.249800992,0.55674679,1095546.226,1095.546226,3.00149651,8.868820602,2010,3,2651.193971,473.9614357,12.22211524,7.037841797,0
388,6.572540232,4.789537218,44.40838804,1.697883938,7.900760651,2469.708986,2.469708986,0.844821548,0.363212151,1187382.319,1187.382319,3.253102244,39.9393081,1994,19,3715.660097,296.6541239,12.28087219,23.84301758,1
389,3.872091991,3.280586231,44.74305194,1.68239087,7.403757731,2459.312082,2.459312082,0.825273774,-0.332465364,1188666.348,1188.666348,3.256620132,21.93468867,1994,19,1464.766203,243.4965431,12.2931549,10.67895508,0
390,7.164477283,4.917450194,28.58471872,0.862575216,4.163726807,2717.082862,2.717082862,0.428842681,0.780669772,1285559.013,1285.559013,3.522079488,45.39592287,2004,9,3115.10257,300.6036306,11.98862932,28.18432617,1
391,2.253081055,2.615515412,47.89856883,1.805525478,7.969441732,2600.527062,2.600527062,0.777586728,0.513523297,1100411.383,1100.411383,3.014825705,12.14209518,2006,7,1990.033942,232.1057922,12.12632616,11.00805664,0
392,4.976774962,3.991013371,43.05749571,1.530576445,6.673116048,2813.069722,2.813069722,0.208580147,0.615767741,933969.4219,933.9694219,2.558820334,37.21970805,2004,9,3257.043871,620.9860533,11.87523224,19.4362793,1
393,2.904589664,4.014080778,47.67894104,1.809974513,8.523167928,2875.370308,2.875370308,0.512987801,0.7431396,951863.489,951.863489,2.607845175,16.75637449,2004,9,2175.141823,336.1354369,11.80163149,10.94018555,0
394,4.344988994,3.276340348,44.50341893,1.600925961,7.175674438,2881.42557,2.88142557,0.599438284,0.700490014,1011347.988,1011.347988,2.770816405,35.47758913,2000,13,912.5242093,277.0869913,11.79447792,7.250976563,0
395,4.13143996,3.738582121,37.63218702,1.260682146,6.248513963,2952.685314,2.952685314,-0.420698769,0.56303616,955895.1499,955.8951499,2.618890822,31.4119611,2004,9,4844.213234,687.9780136,11.71029299,18.47558594,1
396,6.391281086,5.14146095,39.20745994,1.311116868,6.177797953,2700.639798,2.700639798,0.759475382,0.459914967,945660.527,945.660527,2.590850759,47.26145856,2004,9,1482.512315,245.6801863,12.00805485,22.74780273,1
397,5.043448244,4.115044391,50.72689779,1.973806876,8.935434977,2823.341916,2.823341916,0.247025644,0.780940974,932085.4543,932.0854543,2.553658779,35.38510132,2010,3,1064.558177,276.7918599,11.86309686,23.77661133,1
398,5.937124827,3.997735702,44.27163856,1.594496896,7.137502363,2952.354933,2.952354933,0.531246047,0.515900003,1232428.778,1232.428778,3.376517201,37.48054957,1991,22,4630.184729,443.2543514,11.7106833,25.90991211,1
399,3.121085699,3.8648794,40.34664703,1.489333772,7.821837481,2738.787105,2.738787105,0.69108377,0.24798643,861256.5189,861.2565189,2.359606901,28.05822647,2009,4,5273.867521,1285.436798,11.96298833,4.380615234,0
400,3.147039517,4.600146016,54.85966257,2.263199058,11.02285767,2824.871457,2.824871457,0.275243026,0.862387554,895707.7405,895.7077405,2.453993809,20.29171962,2010,3,1605.235645,246.1614885,11.86128989,22.86376953,1
401,3.975987578,4.124693979,49.3253025,1.859604539,8.896569388,2745.626447,2.745626447,0.83737639,0.410653295,1007331.57,1007.33157,2.759812519,26.81192476,1988,25,2524.281146,290.4707098,11.95490846,15.25,1
402,3.9331031,3.202496946,47.39018887,1.730814649,7.993486192,2645.174605,2.645174605,-0.607727145,0.702923799,980496.2164,980.4962164,2.686291004,22.38452505,1995,18,5772.261632,439.601224,12.07358039,18.57568359,1
403,4.887635533,3.61093513,48.15829067,1.849892962,8.070231511,2809.408252,2.809408252,-0.431640781,0.709738445,920512.0595,920.5120595,2.521950848,33.6714479,1995,18,4122.033221,627.5944961,11.87955783,11.77612305,0
404,7.77424275,3.301799589,54.74535801,2.284234057,10.22628988,2834.364338,2.834364338,-0.809156718,0.498167512,761863.0108,761.8630108,2.08729592,54.22096888,1995,18,2810.532926,375.5893361,11.85007518,16.67504883,1
405,2.635081606,2.695441399,49.71119097,1.885212526,8.718431473,2607.206049,2.607206049,0.902623074,0.303597399,1080000.7,1080.0007,2.958906027,16.40551868,1999,14,2682.180313,321.0008504,12.11843573,13.12939453,1
406,2.735962219,2.775811567,49.74130317,1.915975934,8.623378588,2520.444804,2.520444804,0.848770425,0.003248374,952065.1907,952.0651907,2.608397783,21.10167376,1996,17,3286.61828,378.7674821,12.22093384,12.33642578,1
407,3.733774974,3.524203411,51.04664754,1.975920025,8.357114156,2691.916311,2.691916311,0.514904508,0.513740238,976597.4744,976.5974744,2.675609519,30.38701574,2004,9,1782.940333,345.3310632,12.01836061,12.92407227,1
